Task,Code
Write a Python function that returns the ASCII value of the passed in character.,"def ascii_value_of_character(char):
    return ord(char)"
75,
Write a Python function to create a union of sets.,"#Union
def union_of_sets(Set1, Set2):
    result = Set1 | Set2
    return result"
76,
Write a Python program to add member in a set,"#A new empty set
color_set = set()
color_set.add(""Red"")
print(color_set)"
77,
Write a Python function to add two given lists using map and lambda.,"def add_two_lists(list_1, list_2):
    result = map(lambda x, y: x + y, list_1, list_2)
    return result"
78,
Write a Python function to find numbers within a given range where every number is divisible by every digit it contains. ,"def divisible_by_digits(start_num, end_num):
    return [n for n in range(start_num, end_num+1) \
                if not any(map(lambda x: int(x) == 0 or n%int(x) != 0, str(n)))]"
79,
Write a Python function to find the maximum value in a given heterogeneous list using lambda,"def max_val(list_val):
     max_val = max(list_val, key = lambda i: (isinstance(i, int), i))  
     return(max_val)"
80,
Write a Python function that takes a string and returns the concatenated first and last character,"def first_last(name):
    return name[0] + name[-1]"
81,
Write a Python function to return Syslvester's Sequence,
a(n) = a(n-1)**2 + a(n-1) + 1,"def syslvester_seq(n):
    if n == 1:
        return 2
    if n > 1:
        return syslvester_seq(n-1)**2 - syslvester_seq(n-1) + 1"
82,
Write a Python function to return Tribonacci's Sequence,
"T(n) = T(n − 1) + T(n − 2) + T(n − 3) for n ≥ 3 [T(0) = 0, T(1) = 1, T(2) = 1]","def tribonacci_seq(n):
    if n >= 0:
        if n == 0:
            return 0
        elif n == 1:
            return 1
        elif n == 2 :
            return 1
        else:
            return tribonacci_seq(n-1) + tribonacci_seq(n-2) + tribonacci_seq(n-3)"
83,
Write a Python function to return Pell's Sequence,
"a(n) = 2a(n − 1) + a(n − 2) for n ≥ 2, with a(0) = 0, a(1) = 1. ","def pell_seq(n):
    if n >= 0:
        if n == 0:
            return 0
        elif n == 1:
            return 1
        else:
            return 2 * pell_seq(n-1) + pell_seq(n-2)"
84,
Write a Python function to return Fermat's Sequence,
Fn = 2 ** 2n + 1 for n ≥ 0. ,"def fermat_seq(n):
    if n >= 0:
        return 2 ** (2**n) + 1"
85,
Write a Python function to return Padovan's Sequence,
"P(n) = P(n − 2) + P(n − 3) for n ≥ 3, with P(0) = P(1) = P(2) = 1.","def padovan_seq(n):
    if n >= 0:
        if n in {0,1,2}:
            return 1
        else:
            return padovan_seq(n-3) + padovan_seq(n-2)"
86,
Write a Python function to return Jacobsthal's number,
"a(n) = a(n − 1) + 2a(n − 2) for n ≥ 2, with a(0) = 0, a(1) = 1.","def jacobsthal_seq(n):
     if n >= 0:
        if n == 0:
            return 0
        elif n == 1:
            return 1
        else:
            return 2 * jacobsthal_seq(n-2) + jacobsthal_seq(n-1)"
87,
 Write a Python function to return perrin's number,
"P(n) = P(n−2) + P(n−3) for n ≥ 3, with P(0) = 3, P(1) = 0, P(2) = 2. ","def perrins_number(n):
    if n >= 0:
        if n == 0:
            return 3
        elif n == 1:
            return 0
        elif n == 2:
            return 2
        else:
            return perrins_number(n-3) + perrins_number(n-2)"
88,
 Write a Python function to return cullen number,
"Cn = n⋅2n + 1, with n ≥ 0. ","def cullen_number(n):
    if n >= 0:
        return n * 2 ** n + 1"
89,
 Write a Python function to return woodall numbers,
"n⋅2n − 1, with n ≥ 1. ","def woodall_number(n):
    if n >= 0:
        return n * 2 ** n - 1"
90,
 Write a Python function to return carol numbers,
"(2n − 1)**2 - 2, with n ≥ 1. ","def carol_number(n):
    if n >= 0:
        return (2**n - 1)**2 - 2"
91,
 Write a Python function to return star numbers,
The nth star number is Sn = 6n(n − 1) + 1. ,"def star_number(n):
    return 6*n*(n-1)+1"
92,
 Write a Python function to return stella octangula numbers,
"Stella octangula numbers: n (2n2 − 1), with n ≥ 0. ","def stella_octangula_number(n):
    if n >= 0:
        return n*(2**n - 1)"
93,
Write a Python function to convert Hours into Seconds,"def hours_to_seconds(hours):
    return hours * 60 * 60"
94,
Write a Python function which returns the Modulo of the two given numbers.,"def mod(m, n):
    return m % n"
95,
"Write a Python function that finds the maximum range of a triangle's third edge, where the side lengths are all integers.","def next_edge(side1, side2):
    return (side1+side2-1)"
96,
Write a Python function that takes a list and returns the difference between the biggest and smallest numbers.,"def difference_max_min(lst):
	return abs(min(lst) - max(lst))"
97,
Write a Python function that returns the number of frames shown in a given number of minutes for a certain FPS.,"def number_of_frames(minutes, fps):
	return (minutes * 60) * fps"
98,
Write a Python function that returns True if a string is empty and False otherwise.,"def is_empty(s):
    if s == """":
        return True
    else:
        return False"
99,
Write a Python function that accepts a measurement value in inches and returns the equivalent in feet,"def inches_to_feet(inches):
    if inches < 12:
        return 0
    return inches/12"
100,
Write a Python function that takes the age and return the age in days.,"def calc_age(age):
    calculation = age*365
    return calculation"
write a Python function to remove empty tuples from a list of tuples function to remove empty tuples using filter ,"def Remove(tuples): 
    tuples = filter(None, tuples) 
    return tuples 
  
tuples = [(), ('ram','15','8'), (), ('laxman', 'sita'),  
          ('krishna', 'akbar', '45'), ('',''),()] 
print(Remove(tuples))"
write a Python function to count the number of occurrences in list,"def countX(lst, x): 
    return lst.count(x) 

lst = [8, 6, 8, 10, 8, 20, 10, 8, 8] 
x = 8
print('{} has occurred {} times'.format(x, countX(lst, x)))"
write a Python function to clone or copy a list using the in-built function list() ,"def Cloning(li1): 
    li_copy = list(li1) 
    return li_copy 

li1 = [4, 8, 2, 10, 15, 18] 
li2 = Cloning(li1) 
print(""Original List:"", li1) 
print(""After Cloning:"", li2)"
write a Python program to print odd Numbers in a List ,"list1 = [10, 21, 4, 45, 66, 93] 
only_odd = [num for num in list1 if num % 2 == 1] 
print(""Odd numbers in the list: "",only_odd)"
write a Python program to print even Numbers in a List ,"list1 = [10, 21, 4, 45, 66, 93]  
even_nos = [num for num in list1 if num % 2 == 0] 

print(""Even numbers in the list: "", even_nos)"
write a Python program to find N largest element from given list of integers ,"l = [1000,298,3579,100,200,-45,900] 
n = 4

l.sort() 
print(l[-n:])"
write a Python program to find the second largest number in given list.,"list1 = [10, 20, 4, 45, 99]

list1.sort()
print(""Second largest element is:"", list1[-2])"
write a python function to swap first and last element of a list ,"def swapList(newList): 
    
    newList[0], newList[-1] = newList[-1], newList[0] 

    return newList 

newList = [12, 35, 9, 56, 24] 
print(swapList(newList))"
"write a python function to find simple interest for given principal amount, time and rate of interest. ","def simple_interest(p,t,r): 
    print('The principal is', p) 
    print('The time period is', t) 
    print('The rate of interest is',r) 
    
    si = (p * t * r)/100
    
    print('The Simple Interest is', si) 
    return si 

simple_interest(8, 6, 8)"
write a python function for implementation of Insertion Sort ,"def insertionSort(arr): 

    for i in range(1, len(arr)): 

        key = arr[i] 

        j = i-1
        while j >=0 and key < arr[j] : 
                arr[j+1] = arr[j] 
                j -= 1
        arr[j+1] = key 


arr = [12, 11, 13, 5, 6] 
insertionSort(arr) 
print (f""Sorted array is: {arr}"")"
write a python function for implementation of Bubble Sort,"def bubbleSort(arr): 
    n = len(arr) 
    for i in range(n-1): 
        for j in range(0, n-i-1): 

            if arr[j] > arr[j+1] : 
                arr[j], arr[j+1] = arr[j+1], arr[j] 

arr = [64, 34, 25, 12, 22, 11, 90] 

bubbleSort(arr) 

print (f""Sorted array {arr}"")"
write a python program for implementation of selection sort of list,"A = [64, 25, 12, 22, 11] 

for i in range(len(A)): 
    
    min_idx = i 
    for j in range(i+1, len(A)): 
        if A[min_idx] > A[j]: 
            min_idx = j 
     
    A[i], A[min_idx] = A[min_idx], A[i] 

print (f""Sorted array {A}"")"
write a python program for adding two binary numbers,"num1 = '00001'
num2 = '10001'

sum = bin(int(num1,2) + int(num2,2))
print(sum)"
write a python program to count the number of each vowels,"vowels = 'aeiou'

ip_str = 'Hello, have you tried our tutorial section yet?'

ip_str = ip_str.casefold()

count = {}.fromkeys(vowels,0)

for char in ip_str:
   if char in count:
       count[char] += 1

print(count)"
write a python program to print two sets union using operations like in mathematic,"E = {0, 2, 4, 6, 8};
N = {1, 2, 3, 4, 5};

print(""Union of E and N is"",E | N)"
write a python program to print two sets intersection using operations like in mathematic,"E = {0, 2, 4, 6, 8};
N = {1, 2, 3, 4, 5};

print(""Intersection of E and N is"",E & N)"
write a python program to print two sets differences using operations like in mathematic,"E = {0, 2, 4, 6, 8};
N = {1, 2, 3, 4, 5};
print(""Difference of E and N is"",E - N)"
write a python program to print two sets symmetric differences using operations like in mathematic,"E = {0, 2, 4, 6, 8};
N = {1, 2, 3, 4, 5};
print(""Symmetric difference of E and N is"",E ^ N)"
write a python program to sort alphabetically the words form a string provided by the user,"my_str = ""Hello this Is an Example With cased letters""

words = [word.lower() for word in my_str.split()]
words.sort()

print(""The sorted words are:"")
for word in words:
   print(word)"
write a python program to remove punctuations from a string,"punctuations = '''!()-[]{};:'""\,<>./?@#$%^&*_~'''

my_str = ""Hello!!!, he said ---and went.""

no_punct = """"
for char in my_str:
   if char not in punctuations:
       no_punct = no_punct + char

print(no_punct)"
write a python program to check if a string is palindrome or not,"my_str = 'aIbohPhoBiA'

my_str = my_str.casefold()
rev_str = reversed(my_str)

if list(my_str) == list(rev_str):
   print(""The string is a palindrome."")
else:
   print(""The string is not a palindrome."")"
write a python program to transpose a matrix using a nested loop,"X = [[12,7],
    [4 ,5],
    [3 ,8]]

result = [[0,0,0],
         [0,0,0]]

for i in range(len(X)):
   for j in range(len(X[0])):
       result[j][i] = X[i][j]

for r in result:
   print(r)"
write a python function to find the factors of a number,"def print_factors(x):
   print(""The factors of"",x,""are:"")
   for i in range(1, x + 1):
       if x % i == 0:
           print(i)

num = 63
print_factors(num)"
